hotel,modelo,MAE,RMSE,MAPE
HOTEL_1,RandomForest,0.06918161815313617,0.11983706129633995,13.111639144583147
HOTEL_2,RandomForest,0.06739818909840788,0.08646754118297155,9.83037472608299
HOTEL_3,RandomForest,0.03651489054326629,0.045075540611890376,6.255673711848337
