hotel,modelo,MAE,RMSE,MAPE
HOTEL_1,XGBoost,0.052479780300944204,0.10331836529140893,9.551613674854643
HOTEL_2,XGBoost,0.04303481985745746,0.055045879397515755,6.189085686421611
HOTEL_3,XGBoost,0.03568751707521579,0.04194040124337876,5.9392671367394545
