hotel,MAE,RMSE,MAPE
HOTEL_1,0.08822332229807377,0.11524284212225966,19.938560569613024
HOTEL_2,0.26404729938640986,0.2942590775859094,45.878927814783424
HOTEL_3,0.05272468219798424,0.06676277181324809,9.552472837684123
