hotel,modelo,MAE,RMSE,MAPE
HOTEL_1,ARIMA,0.11834660698856579,0.14332926205618784,30.029578426827957
HOTEL_2,ARIMA,0.16730808070025965,0.22157619446087873,31.986217757661688
HOTEL_3,ARIMA,0.09510451266644039,0.1254736646077534,18.07864675472728
