fecha,hotel,year,canal,ocup_total,shap_value,family
2023-06-23,HOTEL_1,2023,is_weekend,0.44680851063829785,0.00012291456,calendario
2023-06-24,HOTEL_1,2023,is_weekend,0.4148936170212766,-0.001252245,calendario
2023-06-25,HOTEL_1,2023,is_weekend,0.3404255319148936,-0.0019904678,calendario
2023-06-26,HOTEL_1,2023,is_weekend,0.46808510638297873,0.00046011046,calendario
2023-06-27,HOTEL_1,2023,is_weekend,0.5,0.00026880795,calendario
2023-06-28,HOTEL_1,2023,is_weekend,0.5851063829787234,0.00060692563,calendario
2023-06-29,HOTEL_1,2023,is_weekend,0.6595744680851063,0.0011876088,calendario
2023-06-30,HOTEL_1,2023,is_weekend,0.6276595744680851,0.0010163379,calendario
2023-07-01,HOTEL_1,2023,is_weekend,0.5851063829787234,-0.0031691461,calendario
2023-07-02,HOTEL_1,2023,is_weekend,0.5638297872340425,-0.0023913742,calendario
2023-07-03,HOTEL_1,2023,is_weekend,0.6170212765957447,0.00054644205,calendario
2023-07-04,HOTEL_1,2023,is_weekend,0.7127659574468085,0.0009744006,calendario
2023-07-05,HOTEL_1,2023,is_weekend,0.6276595744680851,0.00063408236,calendario
2023-07-06,HOTEL_1,2023,is_weekend,0.6170212765957447,-5.59806e-06,calendario
2023-07-07,HOTEL_1,2023,is_weekend,0.7340425531914894,0.00035379725,calendario
2023-07-08,HOTEL_1,2023,is_weekend,0.723404255319149,-0.0015448519,calendario
2023-07-09,HOTEL_1,2023,is_weekend,0.23404255319148937,-0.0016004501,calendario
2023-07-10,HOTEL_1,2023,is_weekend,0.35106382978723405,0.00014076891,calendario
2023-07-11,HOTEL_1,2023,is_weekend,0.3617021276595745,0.00023331297,calendario
2023-07-12,HOTEL_1,2023,is_weekend,0.39361702127659576,0.0002806501,calendario
2023-07-13,HOTEL_1,2023,is_weekend,0.425531914893617,0.00015024155,calendario
2023-07-14,HOTEL_1,2023,is_weekend,0.39361702127659576,-0.0007825039,calendario
2023-07-15,HOTEL_1,2023,is_weekend,0.4787234042553192,-0.0015861667,calendario
2023-07-16,HOTEL_1,2023,is_weekend,0.5531914893617021,-0.0014687781,calendario
2023-07-17,HOTEL_1,2023,is_weekend,0.6276595744680851,0.0010522356,calendario
2023-07-18,HOTEL_1,2023,is_weekend,0.5957446808510638,0.00031226553,calendario
2023-07-19,HOTEL_1,2023,is_weekend,0.5638297872340425,0.0003835238,calendario
2023-07-20,HOTEL_1,2023,is_weekend,0.574468085106383,0.00058415247,calendario
2023-07-21,HOTEL_1,2023,is_weekend,0.648936170212766,0.0017545293,calendario
2023-07-22,HOTEL_1,2023,is_weekend,0.5531914893617021,-0.0029075115,calendario
2023-07-23,HOTEL_1,2023,is_weekend,0.24468085106382978,-0.0015724144,calendario
2023-07-24,HOTEL_1,2023,is_weekend,0.3404255319148936,0.00029103496,calendario
2023-07-25,HOTEL_1,2023,is_weekend,0.43617021276595747,0.00036441584,calendario
2023-07-26,HOTEL_1,2023,is_weekend,0.44680851063829785,0.00027465113,calendario
2023-07-27,HOTEL_1,2023,is_weekend,0.5212765957446809,0.0008693209,calendario
2023-07-28,HOTEL_1,2023,is_weekend,0.5531914893617021,0.00060318725,calendario
2023-07-29,HOTEL_1,2023,is_weekend,0.6808510638297872,-0.0010064709,calendario
2023-07-30,HOTEL_1,2023,is_weekend,0.2978723404255319,-0.002053348,calendario
2023-07-31,HOTEL_1,2023,is_weekend,0.35106382978723405,0.00034596177,calendario
2023-08-01,HOTEL_1,2023,is_weekend,0.2872340425531915,0.0002252859,calendario
2023-08-02,HOTEL_1,2023,is_weekend,0.3404255319148936,0.00020836413,calendario
2023-08-03,HOTEL_1,2023,is_weekend,0.43617021276595747,0.00017852001,calendario
2023-08-04,HOTEL_1,2023,is_weekend,0.5425531914893617,0.00018203087,calendario
2023-08-05,HOTEL_1,2023,is_weekend,0.5957446808510638,-0.00010362927,calendario
2023-08-06,HOTEL_1,2023,is_weekend,0.4787234042553192,-0.0011240755,calendario
